# Wavelength [nm],zero_counts_500avgs_8ms
556.43107354064,-99.79186107558252
556.8741050383512,-101.52235314542607
557.3171108281898,-103.270414397615
557.7600908958058,-102.38466218586154
558.2030452268492,-100.14773823778563
558.64597380697,-103.43074988964791
559.0888766218179,-103.78075668157858
559.5317536570429,-100.4586452570681
559.974604898295,-104.47097881099468
560.4174303312241,-103.24303379334235
560.86022994148,-101.97990879278927
561.3030037147128,-102.58802036572003
561.7457516365721,-105.23940215525089
562.1884736927083,-101.950569731577
562.6311698687709,-100.54858730472458
563.07384015041,-101.4363234665644
563.5164845232755,-99.05468280877774
563.9591029730174,-102.02096934402299
564.4016954852855,-100.86535612300116
564.8442620457297,-103.4542245264264
565.28680264,-99.6823622461399
565.7293172537464,-102.64668170337673
566.1718058726185,-100.55054750310548
566.6142684822667,-102.99863576160728
567.0567050683404,-104.04667605656061
567.49911561649,-101.42849918859712
567.9415001123651,-102.63298259884328
568.3838585416157,-99.26977396979329
568.8261908898918,-106.1231908076152
569.2684971428433,-100.73238816344436
569.71077728612,-103.04946414550086
570.153031305372,-105.46230586369423
570.5952591862489,-105.33717083674011
571.037460914401,-104.95784780432403
571.4796364754782,-103.21176285704266
571.92178585513,-100.85949174423564
572.3639090390067,-103.266506933588
572.8060060127583,-104.23634324670452
573.2480767620343,-103.24695444384203
573.6901212724848,-102.59583641160962
574.1321395297599,-106.26006893837025
574.5741315195095,-102.20281188061695
575.0160972273833,-103.64778890049388
575.4580366390314,-97.24790980078784
575.8999497401037,-102.16957933880563
576.34183651625,-101.44023339621889
576.7836969531204,-102.78550251795501
577.2255310363646,-104.30673468259441
577.6673387516327,-104.4592550447212
578.1091200845746,-104.03495101076317
